,item_name,First_Part,Type
587,Betacap Plus 5 - Strip of 10 Capsules,BETACAPPLUS5,STRIPOF10CAPSULES
588,Betacap TR 20 - Strip of 10 Capsules,BETACAPTR20,STRIPOF10CAPSULES
589,Betacap TR 40 - Strip of 10 Capsules,BETACAPTR40,STRIPOF10CAPSULES
590,Betacap TR 60 - Strip of 10 Capsules,BETACAPTR60,STRIPOF10CAPSULES
591,Betacap TR 80 - Strip of 10 Capsules,BETACAPTR80,STRIPOF10CAPSULES
592,Betacard 25 - Strip of 14 Tablets,BETACARD25,STRIPOF14TABLETS
593,Betacard 50 - Strip of 14 Tablets,BETACARD50,STRIPOF14TABLETS
594,Betacard AM - Strip of 10 Tablets,BETACARDAM,STRIPOF10TABLETS
595,BETACARD AM - Strip of 10 Tablets,BETACARDAM,STRIPOF10TABLETS
596,Betacard AM - Strip of 15 Tablets,BETACARDAM,STRIPOF15TABLETS
597,BETACON ER 50MG - Strip of 10 Capsules,BETACONER50MG,STRIPOF10CAPSULES
598,BETADEK - Pack of 30 Tablets,BETADEK,PACKOF30TABLETS
599,Betaderm - Tube of 30g Cream,BETADERM,TUBEOF30GCREAM
600,Betaderm 0.025% - Bottle of 30 ml Lotion,BETADERM0.025%,BOTTLEOF30MLLOTION
601,Betaderm G - Tube of 30g Cream,BETADERMG,TUBEOF30GCREAM
602,Betaderm GM - Tube of 10g Cream,BETADERMGM,TUBEOF10GCREAM
603,Betaderm Z - Tube of 30 gm Cream,BETADERMZ,TUBEOF30GMCREAM
604,Betadine - Strip of 10 Vaginal Pessaries,BETADINE,STRIPOF10VAGINALPESSARIES
605,Betadine 10% - Bottle of 100 Ml Solution,BETADINE10%,BOTTLEOF100MLSOLUTION
606,Betadine 10% - Tube of 20g Ointment,BETADINE10%,TUBEOF20GOINTMENT
607,Betadine 10% w/v - Bottle of 100 ml Standerdised Microbial Solution,BETADINE10%W/V,BOTTLEOF100MLSTANDERDISEDMICROBIALSOLUTION
608,Betadine 10% w/v - Bottle of 500 ml Standardised Microbial Solution,BETADINE10%W/V,BOTTLEOF500MLSTANDARDISEDMICROBIALSOLUTION
609,Betadine 10% w/w - Tube of 15 g Ointment,BETADINE10%W/W,TUBEOF15GOINTMENT
610,Betadine 5% - Bottle of 1L Standardised Microbicidal Solution,BETADINE5%,BOTTLEOF1LSTANDARDISEDMICROBICIDALSOLUTION
611,Betadine 5% - Pack of 250 gm Ointment,BETADINE5%,PACKOF250GMOINTMENT
612,Betadine 5% - Tube of 125g Ointment,BETADINE5%,TUBEOF125GOINTMENT
613,BETADINE 5% - Tube of 25g Ointment,BETADINE5%,TUBEOF25GOINTMENT
614,Betadine 5% w/v - Bottle of 500 ml Standardised Microbial Solution,BETADINE5%W/V,BOTTLEOF500MLSTANDARDISEDMICROBIALSOLUTION
615,Betadine 5% w/w - Bottle of 10gm Powder,BETADINE5%W/W,BOTTLEOF10GMPOWDER
616,Betadine 7.5 - Bottle of 500ml Surgical Scrub,BETADINE7.5,BOTTLEOF500MLSURGICALSCRUB
617,Betadine 7.5% - Bottle of 500ml Scrub,BETADINE7.5%,BOTTLEOF500MLSCRUB
618,Betadine 7.5% - Bottle of 50ml Surgical Scrub,BETADINE7.5%,BOTTLEOF50MLSURGICALSCRUB
619,Betadine First Aid - Bottle of 50 ml Solution,BETADINEFIRSTAID,BOTTLEOF50MLSOLUTION
620,Betadine Germicide Gargle 2% - Bottle of 100 ml Solution,BETADINEGERMICIDEGARGLE2%,BOTTLEOF100MLSOLUTION
621,Betadine Germicide Gargle 2% - Bottle of 50 ml Solution,BETADINEGERMICIDEGARGLE2%,BOTTLEOF50MLSOLUTION
622,Betadine Mint - Bottle of 50 Ml Gargle Solution,BETADINEMINT,BOTTLEOF50MLGARGLESOLUTION
623,Betadon Tr 40 Mg - Strip of 10`Stablets,BETADONTR40MG,STRIPOF10`STABLETS
624,Beta-EC - Blister Pack of 15 Capsules,BETAEC,BLISTERPACKOF15CAPSULES
625,Betafree - Bottle of 5 ml Eye Drops,BETAFREE,BOTTLEOF5MLEYEDROPS
626,Betagel - Tube of 15g Ointment,BETAGEL,TUBEOF15GOINTMENT
627,Betagel - Tube of 15g Ointment,BETAGEL,TUBEOF15GOINTMENT
628,Betagel - Tube of 20gm Cream,BETAGEL,TUBEOF20GMCREAM
629,Betagel-G - Tube of 20gm Cream,BETAGELG,TUBEOF20GMCREAM
630,Betaglim-1 - Strip of 10 Tablets,BETAGLIM1,STRIPOF10TABLETS
631,BETAGLY M1 - Strip of 10 Tablets,BETAGLYM1,STRIPOF10TABLETS
632,Betagly M3 - Strip of 10 Tablets,BETAGLYM3,STRIPOF10TABLETS
633,Betagold 16 - Strip of 10 Tablets,BETAGOLD16,STRIPOF10TABLETS
634,Betagold 24 - Strip of 10 Tablets,BETAGOLD24,STRIPOF10TABLETS
635,Betagold 8 - Strip of 10 Tablets,BETAGOLD8,STRIPOF10TABLETS
636,Betagold OD 24 - Strip of 10 Tablets,BETAGOLDOD24,STRIPOF10TABLETS
637,BETAGRAIN 40mg TR - Strip of 10 Tablets,BETAGRAIN40MGTR,STRIPOF10TABLETS
638,BETAGRAIN 80mg TR - Strip of 10 Tablets,BETAGRAIN80MGTR,STRIPOF10TABLETS
639,BETAHANS 16 - Strip of 15 Tablets,BETAHANS16,STRIPOF15TABLETS
640,Betahans 8mg - Strip of 15 Tablets,BETAHANS8MG,STRIPOF15TABLETS
641,Betahist Fort Tablet 10's,BETAHISTFORTTABLET10'S,
642,BETAHIST TABLET,BETAHISTTABLET,
643,Betahistol 16mg - Strip of 10 Tablets,BETAHISTOL16MG,STRIPOF10TABLETS
644,BETAHISTOL 16mg - Strip of 10 Tablets,BETAHISTOL16MG,STRIPOF10TABLETS
645,Betahistol 8mg- Strip of 10 Tablets,BETAHISTOL8MG,STRIPOF10TABLETS
646,Betakind Germicide Gargle 2% Mint Flavour - Bottle of 50 ml Solution,BETAKINDGERMICIDEGARGLE2%MINTFLAVOUR,BOTTLEOF50MLSOLUTION
647,Betakind Ready - Bottle of 150 ml Mint Gargle,BETAKINDREADY,BOTTLEOF150MLMINTGARGLE
648,Betaloc 100 mg - Strip of 10 Tablets,BETALOC100MG,STRIPOF10TABLETS
649,BETALOC 12.5MG - Strip of 10 Tablets,BETALOC12.5MG,STRIPOF10TABLETS
650,Betaloc 25 - Strip of 30 Tablets,BETALOC25,STRIPOF30TABLETS
651,Betaloc 50 - Strip of 30 Tablets,BETALOC50,STRIPOF30TABLETS
652,BETALOL 5mg - Strip of 10 Tablets,BETALOL5MG,STRIPOF10TABLETS
653,BETALYST F-10 - Strip of 10 Capsules,BETALYSTF10,STRIPOF10CAPSULES
654,Betamerit XL 25 - Strip of 10 Tablets,BETAMERITXL25,STRIPOF10TABLETS
655,Betamet XL 50 - Strip of 10 Tablets,BETAMETXL50,STRIPOF10TABLETS
656,Betamet XL AM - Strip of 10 Tablets,BETAMETXLAM,STRIPOF10TABLETS
657,BETAMIL GM - Tube of 20 gm Cream,BETAMILGM,TUBEOF20GMCREAM
658,Betamil GM - Tube of 25 g Cream,BETAMILGM,TUBEOF25GCREAM
659,Betamil GM - Tube of 30g Cream,BETAMILGM,TUBEOF30GCREAM
660,Betamil GM - Tube of 30g Cream,BETAMILGM,TUBEOF30GCREAM
661,Betanex Plus - Bottle of 50Ml Lotion,BETANEXPLUS,BOTTLEOF50MLLOTION
662,Beta-Nicardia - Strip of 10 Capsules,BETANICARDIA,STRIPOF10CAPSULES
663,Betaone-XL 25mg - Strip of 15 Tablets,BETAONEXL25MG,STRIPOF15TABLETS
664,Betaone-XL 50mg - Strip of 15 Tablets,BETAONEXL50MG,STRIPOF15TABLETS
665,Betapic - Bottle of 30ml Lotion,BETAPIC,BOTTLEOF30MLLOTION
666,Betapic-G - Tube of 15g Cream,BETAPICG,TUBEOF15GCREAM
667,Betapic-GM - Tube of 15g Cream,BETAPICGM,TUBEOF15GCREAM
668,BETAPRIDE 15mg - Strip of 10 Tablets,BETAPRIDE15MG,STRIPOF10TABLETS
669,BETAPRO FORTE - Strip of 10 Tablets,BETAPROFORTE,STRIPOF10TABLETS
670,BETAPRO-20MG - Strip of 10 Tablets,BETAPRO20MG,STRIPOF10TABLETS
671,Betasalic - Tube of 20 gm Ointment,BETASALIC,TUBEOF20GMOINTMENT
672,BETASALIC 6 - Tube of 20g Ointment,BETASALIC6,TUBEOF20GOINTMENT
673,Betasalic-6 - Tube of 30g Ointment,BETASALIC6,TUBEOF30GOINTMENT
674,Betatrop - Strip of 10 Tablets,BETATROP,STRIPOF10TABLETS
675,Betatrust OD 24mg - Strip of 10 Tablets,BETATRUSTOD24MG,STRIPOF10TABLETS
676,Betavert - Strip of 10 Tablets,BETAVERT,STRIPOF10TABLETS
677,Betavert 16 - Strip of 10 Tablets,BETAVERT16,STRIPOF10TABLETS
678,Betavert 24 - Strip of 10 Tablets,BETAVERT24,STRIPOF10TABLETS
679,Betavert OD 24 - Strip of 10 Tablets,BETAVERTOD24,STRIPOF10TABLETS
680,Betavert OD 48 - Strip of 10 Tablets,BETAVERTOD48,STRIPOF10TABLETS
681,BETAVIT - Strip of 10 Tablets,BETAVIT,STRIPOF10TABLETS
682,Betazox 16 mg - Strip of 15 Tablets,BETAZOX16MG,STRIPOF15TABLETS
683,BETAZOX-24MG - Strip of 10 Tablets,BETAZOX24MG,STRIPOF10TABLETS
684,BETEALA 20 - Strip of 10 Tablets,BETEALA20,STRIPOF10TABLETS
685,Beteala 40 - Strip of 10 Tablets,BETEALA40,STRIPOF10TABLETS
686,BETGENTA-Z - Tube of 20 gm Ointment,BETGENTAZ,TUBEOF20GMOINTMENT
687,BETHADOXIN - Bottle of 15 ml Drops,BETHADOXIN,BOTTLEOF15MLDROPS
688,BETHADOXIN JUNIOR SUSPENSION 100ML - Bottle of 1 Suspension,BETHADOXINJUNIORSUSPENSION100ML,BOTTLEOF1SUSPENSION
689,Bethadoxin-12M - Bottle of 220ml Syrup,BETHADOXIN12M,BOTTLEOF220MLSYRUP
690,Bethadoxin-SG - Strip of 10 Capsules,BETHADOXINSG,STRIPOF10CAPSULES
691,Betheran - Strip of 10 Tablets,BETHERAN,STRIPOF10TABLETS
692,Bethox - Strip of 10 Tablets,BETHOX,STRIPOF10TABLETS
693,BETIN 16MG - Strip of 10 Tablets,BETIN16MG,STRIPOF10TABLETS
694,BETINE-24mg - Strip of 10 Tablets,BETINE24MG,STRIPOF10TABLETS
695,BETNECORT 4MG - Ampoule of 1 ml Injection,BETNECORT4MG,AMPOULEOF1MLINJECTION
696,Betnesol - Ampoule of 8*1 ml Injection,BETNESOL,AMPOULEOF8*1MLINJECTION
697,BETNESOL - Bottle of 10ml Drops,BETNESOL,BOTTLEOF10MLDROPS
698,Betnesol - Bottle of 15ml Drops,BETNESOL,BOTTLEOF15MLDROPS
699,BETNESOL - Bottle of 5 ml Drops,BETNESOL,BOTTLEOF5MLDROPS
700,Betnesol - Strip of 20 Tablets,BETNESOL,STRIPOF20TABLETS
701,Betnesol Forte - Strip of 20 Tablets,BETNESOLFORTE,STRIPOF20TABLETS
702,Betnesol N - Bottle of 5 ml Eye/Ear Drops,BETNESOLN,BOTTLEOF5MLEYE/EARDROPS
703,BETNI 4 MG - Ampoule of 1ml Injection,BETNI4MG,AMPOULEOF1MLINJECTION
704,Betnovate - Tube of 20mg Cream,BETNOVATE,TUBEOF20MGCREAM
705,Betnovate N - Tube of 25g Cream,BETNOVATEN,TUBEOF25GCREAM
706,Betnovate-C - Tube of 30 g Cream,BETNOVATEC,TUBEOF30GCREAM
707,Betnovate-gm - Tube of 20gm Cream,BETNOVATEGM,TUBEOF20GMCREAM
708,Betnovate-N - Tube of 20gm Cream,BETNOVATEN,TUBEOF20GMCREAM
709,Betnovate-S - Tube of 20 g Skin Ointment,BETNOVATES,TUBEOF20GSKINOINTMENT
710,Betoact - Bottle of 5 ml Eye Drops,BETOACT,BOTTLEOF5MLEYEDROPS
711,Betonin - Bottle of 400 ml Syrup,BETONIN,BOTTLEOF400MLSYRUP
712,Betonin AST - Bottle of 170ml Syrup,BETONINAST,BOTTLEOF170MLSYRUP
713,Betonin AST - Bottle of 200 ml Syrup,BETONINAST,BOTTLEOF200MLSYRUP
714,Betonin AST - Bottle of 400 ml Syrup,BETONINAST,BOTTLEOF400MLSYRUP
715,BETONIN PLUS - Bottle of 170 ml Syrup,BETONINPLUS,BOTTLEOF170MLSYRUP
716,Betoxid Fort - Strip of 10 Capsules,BETOXIDFORT,STRIPOF10CAPSULES
717,Betoxid Plus - Strip of 10 Capsules,BETOXIDPLUS,STRIPOF10CAPSULES
718,Betsone 0.5mg - Strip of 10 Tablets,BETSONE0.5MG,STRIPOF10TABLETS
719,Betsone 4mg - Ampule of 1ml Injection,BETSONE4MG,AMPULEOF1MLINJECTION
720,BETT - Vial of 1 ml Injection,BETT,VIALOF1MLINJECTION
721,Bett Tetanus Vaccine - Vial of 0.5ml Injection,BETTTETANUSVACCINE,VIALOF0.5MLINJECTION
722,Bett Tetanus Vaccine - Vial of 0.5ml Injection,BETTTETANUSVACCINE,VIALOF0.5MLINJECTION
723,Bett Vaccine - Vial of 5 ml Injection,BETTVACCINE,VIALOF5MLINJECTION
724,Betzee - Tube of 15 g Cream,BETZEE,TUBEOF15GCREAM
725,Betzee GM- Tube of 15 g Cream,BETZEEGM,TUBEOF15GCREAM
726,Betzee-G - Tube of 15 g Cream,BETZEEG,TUBEOF15GCREAM
727,Beuglipt-M 20mg/500mg - Strip of 10 Tablets,BEUGLIPTM20MG/500MG,STRIPOF10TABLETS
728,Beurer Ft 09/1 Thermometer (White Or Blue),BEURERFT09/1THERMOMETER(WHITEORBLUE),
729,Beurer Nebuliser-IH 21,BEURERNEBULISER,IH21
730,Bevac Adult - Vial of 1ml Vaccine,BEVACADULT,VIALOF1MLVACCINE
731,Bevacirel - Vial of 4 ml Injection,BEVACIREL,VIALOF4MLINJECTION
732,Bevig - Strip of 15 Capsules,BEVIG,STRIPOF15CAPSULES
733,BEVON - Bottle of 100 ml Syrup,BEVON,BOTTLEOF100MLSYRUP
734,Bevon - Bottle of 15 ml Drops,BEVON,BOTTLEOF15MLDROPS
735,Bevon - Bottle of 200 ml Suspension,BEVON,BOTTLEOF200MLSUSPENSION
736,Bevon - Strip of 15 Capsules,BEVON,STRIPOF15CAPSULES
737,Bevon-CD - Strip of 10 Capsules,BEVONCD,STRIPOF10CAPSULES
738,Bexilus - Bottle of 30 ml Syrup,BEXILUS,BOTTLEOF30MLSYRUP
739,Bexilus C - Bottle of 30 ml Syrup,BEXILUSC,BOTTLEOF30MLSYRUP
740,Bexol - Bottle of 5ml Drops,BEXOL,BOTTLEOF5MLDROPS
741,Bexol - Strip of 10 Tablets,BEXOL,STRIPOF10TABLETS
742,Bexol DT - Bottle of 100 Tablets,BEXOLDT,BOTTLEOF100TABLETS
743,Bexol DT - Bottle of 50 Tablets,BEXOLDT,BOTTLEOF50TABLETS
744,B-Fill - Strip of 10 Tablets,BFILL,STRIPOF10TABLETS
745,B-Fit-CD - Strip of 10 Tablets,BFITCD,STRIPOF10TABLETS
746,B-FOLCIN - Bottle of 100 ml Syrup,BFOLCIN,BOTTLEOF100MLSYRUP
747,B-FOLCIN - Bottle of 30 ml Drops,BFOLCIN,BOTTLEOF30MLDROPS
748,B-FOLCIN - Strip of 10 Tablets,BFOLCIN,STRIPOF10TABLETS
749,BFOLCIN - Tube of 10g Gel,BFOLCIN,TUBEOF10GGEL
750,B-FOLCIN PLUS - Strip of 10 Tablets,BFOLCINPLUS,STRIPOF10TABLETS
751,B-Folydol Plus - Strip of 15 Tablets,BFOLYDOLPLUS,STRIPOF15TABLETS
752,B-Folydol Plus - Strip of 15 Tablets,BFOLYDOLPLUS,STRIPOF15TABLETS
753,B-Fresh LC - Strip of 10 Tablets,BFRESHLC,STRIPOF10TABLETS
754,B-Gesic-SP - Strip of 10 Tablets,BGESICSP,STRIPOF10TABLETS
755,B-GLOW LITE - Pack of 75 gm Soap,BGLOWLITE,PACKOF75GMSOAP
756,B-Glow Plus Night Radiance - Tube of 20g Cream,BGLOWPLUSNIGHTRADIANCE,TUBEOF20GCREAM
757,Bgr-34 - Bottle of 100 Tablets,BGR34,BOTTLEOF100TABLETS
758,BGT - Bottle of 100ml Expectorant,BGT,BOTTLEOF100MLEXPECTORANT
759,BGT - Bottle of 100ml Expectorant,BGT,BOTTLEOF100MLEXPECTORANT
760,Bharglob 16.5% - Vial of 1 ml Injection,BHARGLOB16.5%,VIALOF1MLINJECTION
761,Bharglob 16.5% - Vial of 2 ml Injection,BHARGLOB16.5%,VIALOF2MLINJECTION
762,B-Hold - Strip of 10 Tablets,BHOLD,STRIPOF10TABLETS
763,BHT 16mg - Strip of 10 Tablets,BHT16MG,STRIPOF10TABLETS
764,Bicatero 50mg Tablet 10's,BICATERO50MGTABLET10'S,
765,Bicef 250 DT- Strip of 10 Tablets,BICEF250DT,STRIPOF10TABLETS
766,Bicef 500 DT- Strip of 10 Tablets,BICEF500DT,STRIPOF10TABLETS
767,BICEF CV 500MG - Strip of 10 Tablets,BICEFCV500MG,STRIPOF10TABLETS
768,Bicef-250 - Bottle of 30 ml Dry Syrup,BICEF250,BOTTLEOF30MLDRYSYRUP
769,Biciphage 1000Mg - Strip of 10`Stablets,BICIPHAGE1000MG,STRIPOF10`STABLETS
770,Bidin LS 0.1% - Bottle of 5ml Drops,BIDINLS0.1%,BOTTLEOF5MLDROPS
771,Bidin LS TM - Bottle of 5 ml Eye Drops,BIDINLSTM,BOTTLEOF5MLEYEDROPS
772,Bidin T - Bottle of 5 ml Eye Drops,BIDINT,BOTTLEOF5MLEYEDROPS
773,Bidin-LS - Bottle of 10 ml Eye Drops,BIDINLS,BOTTLEOF10MLEYEDROPS
774,BIDURET - L - Strip of 10 Tablets,BIDURETL,STRIPOF10TABLETS
775,BIDURET - Strip of 10 Tablets,BIDURET,STRIPOF10TABLETS
776,Bifilac - Bottle of 5 gm/50 ml Dry Syrup,BIFILAC,BOTTLEOF5GM/50MLDRYSYRUP
777,Bifilac - Box of 5x3 Sachets,BIFILAC,BOXOF5X3SACHETS
778,Bifilac - Sachet of 0.5 gm Powder,BIFILAC,SACHETOF0.5GMPOWDER
779,Bifilac - Sachet of 3x0.5g Powder,BIFILAC,SACHETOF3X0.5GPOWDER
780,Bifilac - Strip of 10 Capsules,BIFILAC,STRIPOF10CAPSULES
781,Bifilac - Strip of 10 Lozenges,BIFILAC,STRIPOF10LOZENGES
782,Bifilac GG - 10 Sachets of 0.75g Granules,BIFILACGG,10SACHETSOF0.75GGRANULES
783,Bifilac GG - Strip of 10 Capsules,BIFILACGG,STRIPOF10CAPSULES
784,Bifilac GG DUO - Sachet of 1 gm Vanilla Powder,BIFILACGGDUO,SACHETOF1GMVANILLAPOWDER
785,Bifilac HP - Strip of 10 Capsules,BIFILACHP,STRIPOF10CAPSULES
786,Bifilac ZN - Sachet of 1g Powder,BIFILACZN,SACHETOF1GPOWDER
787,Biflace - Bottle of 5 ml Drops,BIFLACE,BOTTLEOF5MLDROPS
788,BI-Folate - Strip of 10 Tablets,BIFOLATE,STRIPOF10TABLETS
789,BI-FOLATE - Strip of 15 Tablets,BIFOLATE,STRIPOF15TABLETS
790,Bi-Folate - Tube of 15ml Mouth Ulcer Gel,BIFOLATE,TUBEOF15MLMOUTHULCERGEL
791,BIFONA - Tube of 20g Cream,BIFONA,TUBEOF20GCREAM
792,BIFONA 1% W/W - Tube of 50g Cream,BIFONA1%W/W,TUBEOF50GCREAM
793,Bifosa 70 - Strip of 4 Tablets,BIFOSA70,STRIPOF4TABLETS
794,Big Nac - Tube of 30ml Gel,BIGNAC,TUBEOF30MLGEL
795,Bigbro 100MG - Strip of 10 Tablets,BIGBRO100MG,STRIPOF10TABLETS
796,Bigbro OD - Strip of 10 Tablets,BIGBROOD,STRIPOF10TABLETS
797,BIGCEF 250mg - Strip of 10 Tablets,BIGCEF250MG,STRIPOF10TABLETS
798,BIGCEF 500mg - Strip of 10 Tablets,BIGCEF500MG,STRIPOF10TABLETS
799,BIGFIL - Strip of 10 Tablets,BIGFIL,STRIPOF10TABLETS
800,BIGFLAM - Strip of 10 Tablets,BIGFLAM,STRIPOF10TABLETS
801,Bigflora - Strip of 10 Capsules,BIGFLORA,STRIPOF10CAPSULES
802,Bigfun Mint Cool Flav - Sachet of 5 gm Jelly,BIGFUNMINTCOOLFLAV,SACHETOF5GMJELLY
803,Biggaba-NT 75 mg - Strip of 10 Tablets,BIGGABANT75MG,STRIPOF10TABLETS
804,Biglac - Pack of 1 gm Powder,BIGLAC,PACKOF1GMPOWDER
805,Biglac - Strip of 10 Capsules,BIGLAC,STRIPOF10CAPSULES
806,Biglac-R Orange Flavour - Sachet of 1g Powder,BIGLACRORANGEFLAVOUR,SACHETOF1GPOWDER
807,BIG-NAC MR 4 - Strip of 10 Tablets,BIGNACMR4,STRIPOF10TABLETS
808,Bigomat*500 - Strip of 10 Tablets,BIGOMAT*500,STRIPOF10TABLETS
809,Bigomet 250 - Strip of 10 Tablets,BIGOMET250,STRIPOF10TABLETS
810,Bigomet 850 - Strip of 10 Tablets,BIGOMET850,STRIPOF10TABLETS
811,BIGOMET M - Strip of 10 Tablets,BIGOMETM,STRIPOF10TABLETS
812,Bigomet-SR 1000 - Strip of 10 Tablets,BIGOMETSR1000,STRIPOF10TABLETS
813,Bigomet-SR 500 - Strip of 10 Tablets,BIGOMETSR500,STRIPOF10TABLETS
814,Bigphylin Plus - Strip of 10 Tablets,BIGPHYLINPLUS,STRIPOF10TABLETS
815,Bigspas P - Strip of 10 Tablets,BIGSPASP,STRIPOF10TABLETS
816,BIGUNYL - Strip of 10 Tablets,BIGUNYL,STRIPOF10TABLETS
817,Bigvin 2500mg - Vial of 1 Injection,BIGVIN2500MG,VIALOF1INJECTION
818,Bikoba-120 - Strip of 10 Tablets,BIKOBA120,STRIPOF10TABLETS
819,Bikoba-120 - Strip of 10 Tablets,BIKOBA120,STRIPOF10TABLETS
820,BIL 1 - Strip of 10 Tablets,BIL1,STRIPOF10TABLETS
821,BILACAD 20MG - Strip of 10 Tablets,BILACAD20MG,STRIPOF10TABLETS
822,BILACAD M 20/10MG - Strip of 10 Tablets,BILACADM20/10MG,STRIPOF10TABLETS
823,BILACALM 20MG - Strip of 10 Tablets,BILACALM20MG,STRIPOF10TABLETS
824,Bilachek - Bottle of 60ml Syrup,BILACHEK,BOTTLEOF60MLSYRUP
825,BILACHEK 20MG - Strip of 10 Tablets,BILACHEK20MG,STRIPOF10TABLETS
826,BILACHEK-M - Strip of 10 Tablets,BILACHEKM,STRIPOF10TABLETS
827,Bilafav - Strip of 10 Tablets,BILAFAV,STRIPOF10TABLETS
828,Bilafav 2.5mg Strawberry Flavour - Bottle of 60ml Oral Solution,BILAFAV2.5MGSTRAWBERRYFLAVOUR,BOTTLEOF60MLORALSOLUTION
829,Bilafav 2.5mg Strawberry Flavour - Bottle of 60ml Oral Solution,BILAFAV2.5MGSTRAWBERRYFLAVOUR,BOTTLEOF60MLORALSOLUTION
830,BILAGRA 2.5MG - Bottle of 60 ml Syrup,BILAGRA2.5MG,BOTTLEOF60MLSYRUP
831,Bilagra 20 mg - Strip of 10 Tablets,BILAGRA20MG,STRIPOF10TABLETS
832,BILAGRA-M - Strip of 10 Tablets,BILAGRAM,STRIPOF10TABLETS
833,Bilahenz 20 - Strip of 10 Tablets,BILAHENZ20,STRIPOF10TABLETS
834,Bilahenz-M - Strip of 10 Tablets,BILAHENZM,STRIPOF10TABLETS
835,BILAHIST 20MG - Strip of 10 Tablets,BILAHIST20MG,STRIPOF10TABLETS
836,Bilahist 40 - Strip of 10 Tablets,BILAHIST40,STRIPOF10TABLETS
837,BILAHIST-M - Strip of 10 Tablets,BILAHISTM,STRIPOF10TABLETS
838,BILAJOY-20 - Strip of 10 Tablets,BILAJOY20,STRIPOF10TABLETS
839,Bilajoy-M - Strip of 10 Tablets,BILAJOYM,STRIPOF10TABLETS
840,Bilalife 20mg - Strip of 10 Tablets,BILALIFE20MG,STRIPOF10TABLETS
841,BILALIFE M - Strip of 10 Tablets,BILALIFEM,STRIPOF10TABLETS
842,Bilambic 20MG - Strip of 10 Tablets,BILAMBIC20MG,STRIPOF10TABLETS
843,Bilambic M - Strip of 10 Tablets,BILAMBICM,STRIPOF10TABLETS
844,Bilamed 20mg - Strip of 10 Tablets,BILAMED20MG,STRIPOF10TABLETS
845,BILAMED-M - Strip of 10 Tablets,BILAMEDM,STRIPOF10TABLETS
846,Bilamine 20mg - Strip of 10 Tablets,BILAMINE20MG,STRIPOF10TABLETS
847,Bilamove 20 - Strip of 10 Tablets,BILAMOVE20,STRIPOF10TABLETS
848,BILAMOVE-M 20/10MG - Strip of 10 Tablets,BILAMOVEM20/10MG,STRIPOF10TABLETS
849,Bilanair 20MG - Strip of 10 Tablets,BILANAIR20MG,STRIPOF10TABLETS
850,Bilanext M - Strip of 10 Tablets,BILANEXTM,STRIPOF10TABLETS
851,Bilanext M - Strip of 10 Tablets,BILANEXTM,STRIPOF10TABLETS
852,BILANIX 2.5MG - Bottle of 60 ml Syrup,BILANIX2.5MG,BOTTLEOF60MLSYRUP
853,Bilanix 20Mg - Strip of 10 Tablets,BILANIX20MG,STRIPOF10TABLETS
854,BILANIX FORTE 40 - Strip of 10 Tablets,BILANIXFORTE40,STRIPOF10TABLETS
855,BILANTA 20MG - Strip of 10 Tablets,BILANTA20MG,STRIPOF10TABLETS
856,BILANTA M 20/10MG - Strip of 10 Tablets,BILANTAM20/10MG,STRIPOF10TABLETS
857,Bilargic M - Strip of 10 Tablets,BILARGICM,STRIPOF10TABLETS
858,BILASET 20MG - Strip of 10 Tablets,BILASET20MG,STRIPOF10TABLETS
859,Bilaset-M - Strip of 10 Tablets,BILASETM,STRIPOF10TABLETS
860,Bilashine 20 Mg - Strip of 10 Tablets,BILASHINE20MG,STRIPOF10TABLETS
861,Bilashine DT 10 - Strip of 10 Tablets,BILASHINEDT10,STRIPOF10TABLETS
862,BILASHINE-40MG - Strip of 10 Tablets,BILASHINE40MG,STRIPOF10TABLETS
863,Bilast 20MG - Strip of 10 Tablets,BILAST20MG,STRIPOF10TABLETS
864,Bilast 40 - Strip of 10 Tablets,BILAST40,STRIPOF10TABLETS
865,Bilastero 20Mg Tablet 10'S,BILASTERO20MGTABLET10'S,
866,Bilastibel 20 - Strip of 10 Tablets,BILASTIBEL20,STRIPOF10TABLETS
867,Bilast-M 20 mg/10 mg - Strip of 10 Tablets,BILASTM20MG/10MG,STRIPOF10TABLETS
868,BILASURE 2.5MG - Bottle of 60 ml Solution,BILASURE2.5MG,BOTTLEOF60MLSOLUTION
869,Bilasure 20 - Strip of 10 Tablets,BILASURE20,STRIPOF10TABLETS
870,Bilasure 40 mg - Strip of 10 Tablets,BILASURE40MG,STRIPOF10TABLETS
871,Bilasure 40mg - Strip of 10 Tablets,BILASURE40MG,STRIPOF10TABLETS
872,Bilasure M - Strip of 10 Tablets,BILASUREM,STRIPOF10TABLETS
873,BILATIS 20MG - Strip of 10 Tablets,BILATIS20MG,STRIPOF10TABLETS
874,BILAXTEN 20 - Strip of 10 Tablets,BILAXTEN20,STRIPOF10TABLETS
875,Bilazap 20 - Strip of 10 Tablets,BILAZAP20,STRIPOF10TABLETS
876,Bilazest 20 mg - Strip of 10 Tablets,BILAZEST20MG,STRIPOF10TABLETS
877,Bilazest Kids - Bottle of 60ml Oral Solution,BILAZESTKIDS,BOTTLEOF60MLORALSOLUTION
878,Bilazest M - Strip of 10 Tablets,BILAZESTM,STRIPOF10TABLETS
879,Bilazo - Strip of 10 Tablets,BILAZO,STRIPOF10TABLETS
